Protein,Low Acetate,High Acetate,Higher Acetate,High Fomrate,WTvsAchrs48,WTvsAchr144,WTvsH2hr,WTvsH2hr144
GSU2748,1.805632202,-0.340512245,1.606937209,1.606937209,1.088445873,-0.836503547,-5.741466346,0.550326244
GSU2749,2.492613191,-0.217266323,2.287733542,2.287733542,0.835391598,-2.938746409,-0.999644075,-1.173532951
GSU2750,2.089176119,-0.669568666,1.986182835,1.986182835,1.175014624,1.235838851,0.095368781,0.618193087
GSU2751,2.281936933,-0.544673058,2.271106259,2.271106259,1.371867945,0.350710206,0.274392063,-0.37320197
GSU2753,1.655294671,0.532244648,0.46852996,0.46852996,-0.093711398,4.296142612,1.73277493,0.204032737
GSU2755,2.262876567,0.634378861,1.074768047,1.074768047,-0.055200233,4.282058608,-0.079035713,1.969073425
GSU2756,1.053774559,-0.111462503,-0.04238543,-0.04238543,-1.118190919,1.879901017,2.329440435,-2.719732362
GSU2758,1.854505913,1.188071805,0.834800046,0.834800046,0.14279679,1.31548261,-4.972858556,-1.197236175
GSU2759,-0.185888763,-0.332285185,-1.567151745,-1.567151745,-1.375397574,1.618481878,1.606477822,0.707893454
GSU2760,-0.282815369,-0.572971381,-1.55898134,-1.55898134,-3.725822345,1.989911609,2.259129995,0.948764605
GSU2761,-0.40707294,-0.8918093,-2.083921255,-2.083921255,-0.685798175,-0.028911743,0.8791493,1.71389607
GSU2762,-0.332361947,-0.372436793,-1.858090764,-1.858090764,0.123119241,0.38551716,2.521464346,-0.354149483
GSU2763,-0.062345021,-0.402924644,-0.713989093,-0.713989093,-2.11903197,-0.052335797,-0.27130913,-2.522593722
GSU2764,0.248293706,-0.267705667,-1.029177404,-1.029177404,-2.101389698,0.210016099,-0.224771186,-3.054517385
GSU2766,-0.224616844,-0.404576585,-1.32449772,-1.32449772,-1.913836624,1.029088972,0.81413388,-3.724108408
GSU2767,-0.013804567,0.018129299,-1.770701875,-1.770701875,-0.958731296,-1.402609986,0.09513942,-2.579478196
GSU2768,-0.133112163,-0.198788795,-2.892488553,-2.892488553,2.501829097,-0.212381752,-0.250498981,0.33499991
GSU2769,0.096522172,0.223759861,-2.646365116,-2.646365116,0,0,0,0
GSU2770,0.8310377,0.401653985,0.658456292,0.658456292,0.837440135,-5.711163538,-0.56228814,-3.757818988
GSU2771,0.755499155,0.181661789,0.735262489,0.735262489,0.582684931,-5.666838213,0.02177904,-3.071550264
GSU2772,0.307235312,-0.30606711,0.576937603,0.576937603,0.123444526,-4.338674421,-1.130337117,1.388629976
GSU2773,-2.552234567,-2.412665036,-0.444869917,-0.444869917,3.270284018,-5.482146873,-0.245462154,-4.555634798
GSU2774,-2.012101678,-2.59742959,-1.063569675,-1.063569675,3.494684327,-1.480081078,2.74425727,3.739922427
GSU2775,0.892620272,0.280571061,0.31480857,0.31480857,-3.437605513,2.14004936,-1.233024507,-0.613866464
GSU2776,-0.062453968,0.074564304,0.325870384,0.325870384,0,0,0,0
GSU2777,-0.293983757,-0.515648544,-1.302539868,-1.302539868,-2.024542762,1.268763442,-1.488576005,0.440411366
GSU2778,-0.513859519,-0.094022336,0.202949599,0.202949599,-0.399449047,1.887887831,0.870696841,-1.280111468
GSU2779,-0.051986821,-2.990655229,-0.750198027,-0.750198027,-0.789704937,-4.899995757,0.849851298,-1.401393007
GSU2780,0.538538285,-4.611770059,-0.223929765,-0.223929765,-2.564384533,3.554144995,1.340436042,-2.107089491
GSU2781,-0.562584468,-0.464513631,-1.252047617,-1.252047617,-0.144952136,3.216014396,-0.963442241,-2.303867689
GSU2782,-0.363461648,-0.283878746,-1.143851598,-1.143851598,-0.452226862,-3.407780884,-1.696656671,-1.625606293
GSU2783,-0.479135032,-0.628292284,-1.230046969,-1.230046969,0.167875169,-0.329045773,-1.380283682,-1.340953232
GSU2784,0.027500355,-0.152338086,-0.831689671,-0.831689671,0.115439466,-0.090349652,0.527404865,0.930328475
GSU2785,-0.506607042,-0.523977722,-1.058903912,-1.058903912,-1.803714045,-0.557315776,-0.544702424,-0.100419897
GSU2786,0.766140921,0.046378333,-0.352656178,-0.352656178,0.373421318,2.055549249,-3.7491572,-0.957374056
GSU2787,0.106173339,0.273956613,-0.532320854,-0.532320854,3.47730563,-0.781839739,-2.59996898,0.573307376
GSU2788,1.506019837,0.38630596,1.582677823,1.582677823,-2.335163247,-0.689259875,0.271869547,-4.532276925
GSU2789,1.072552645,0.295221802,0.44010074,0.44010074,-1.959719591,-1.490138028,1.830131885,5.015002704
GSU2790,0.984495876,0.073264816,-0.10389123,-0.10389123,0,0,0,0
GSU2791,2.092725472,1.417146421,2.451432144,2.451432144,0.435253422,-0.119307611,1.215847137,-0.175876737
GSU2792,2.226016382,1.45795821,1.452914902,1.452914902,0.440750055,1.037895886,-3.113198837,-1.144889142
GSU2793,1.875085633,1.235146645,2.212035873,2.212035873,0.594810155,1.478676643,0.28484199,-4.375041731
GSU2794,1.787794074,1.424133291,1.851006562,1.851006562,-0.758366199,3.196839994,2.762638497,-1.976235613
GSU2795,-1.362301928,-1.163619804,-2.026788541,-2.026788541,-1.475144294,-1.216935308,-1.035307348,-0.777453579
GSU2796,-1.500947994,-1.379757844,-1.934974988,-1.934974988,-2.391431601,-2.233393585,0.212750458,0.22788319
GSU2797,-2.650336683,-2.607230145,-3.074183595,-3.074183595,-1.509888505,0.69120595,-1.274956207,-4.183257959
GSU2798,-0.663507667,-1.283433307,-2.420336499,-2.420336499,0.736930259,0.658959139,-1.786918112,-4.585868815
GSU2799,-1.482857638,-1.051656425,-0.70464505,-0.70464505,-3.709253878,0.664427188,-3.168531221,-2.26163446
GSU2800,0.302460742,-0.805579179,-0.133360261,-0.133360261,1.051661193,-0.745247532,-1.919583619,-0.588367543
GSU2801,-0.078071062,1.152016027,0.250732914,0.250732914,-0.096186837,-0.6968396,-0.587468679,-1.621712232
GSU2802,0.426249903,0.939050694,-0.061749031,-0.061749031,0.693848103,-2.18746214,-0.831188837,-2.327437067
GSU2803,0.03641149,0.708800671,0.092652766,0.092652766,-3.056301826,-5.015916479,2.342085464,-2.427798879
GSU2804,-1.884707371,-0.651268726,0.712132113,0.712132113,1.927290934,1.456534924,-5.908884535,-1.245274944
GSU2805,-0.824633055,-0.128184022,-0.014180542,-0.014180542,1.435681732,-2.537111563,-6.35954264,-3.241911446
GSU2806,-0.301940098,0.11044934,0.182316587,0.182316587,2.852342277,0.12962254,1.021119719,-4.280248649
GSU2807,-0.418487677,-0.956637749,-0.240090753,-0.240090753,1.993423869,1.535795172,-1.145719109,-3.389309192
GSU2808,-3.487368143,-2.924510297,-3.443217766,-3.443217766,-2.085897971,0.644010847,7.823938232,-1.778817959
GSU2809,0.227196619,-0.320497603,0.601183724,0.601183724,1.307765947,-3.046898083,0.514297195,-2.370084708
GSU2811,-0.432514874,0.488762439,-0.306035582,-0.306035582,-0.729679992,0.091541714,-0.700289432,-2.776153933
GSU2812,-0.668159543,0.49080556,-0.262873601,-0.262873601,-1.02860249,0.644010847,-0.988424924,-6.714378553
GSU2813,-0.659001828,0.503289676,-0.395023607,-0.395023607,-1.785198747,-1.775354109,-1.508087358,-2.547746038
GSU2814,-1.419611326,-0.808868578,-1.001004127,-1.001004127,-1.540112942,1.077135713,-1.178675494,-3.631090374
GSU2815,1.495887279,1.34768545,1.068270445,1.068270445,-0.207057325,-0.877962524,-0.63989952,-3.888100239
GSU2816,0.507374137,0.588274805,0.627946732,0.627946732,-0.579289256,-2.247902901,-3.742311209,-1.392995121
GSU2817,-0.277910546,-0.711862418,0.025600543,0.025600543,2.042447578,-3.96065381,-4.141130075,-1.94251969
GSU2818,0.16713328,0.152291573,0.990473541,0.990473541,-1.358413625,-2.501320672,-2.386869611,-1.899119874
GSU2819,-0.366614293,0.015826344,0.533541376,0.533541376,-0.075648871,-6.597033918,-0.180779438,-4.200740808
GSU2820,-1.85842792,-0.350214822,-0.275448394,-0.275448394,1.18360329,-1.058968543,-1.614532489,-3.638044985
GSU2821,-1.858914878,-0.144534882,0.445164096,0.445164096,-4.516943303,3.004924938,-2.20356143,-2.500721467
GSU2822,0.139443731,0.197022248,2.296338622,2.296338622,7.623018354,-1.1338308,-3.546551915,-3.430042692
GSU2823,1.427945045,1.153084753,0.945960879,0.945960879,0.091786451,-2.597778205,-1.793138504,-3.088521187
GSU2825,1.097901869,1.071785439,0.302564296,0.302564296,-2.014021996,-1.038297226,-1.804251702,-2.557798152
GSU2826,1.087191678,1.522861005,0.763442553,0.763442553,-4.359306007,-0.809362134,-2.89165782,-2.317306908
GSU2827,0.932977305,0.48068812,0.869996021,0.869996021,-0.971063619,8.283926286,-3.094087074,-3.108224172
GSU2828,1.0459245,0.532669969,0.439089124,0.439089124,-0.425023539,-0.320081372,-3.084820957,-1.486656039
GSU2829,1.411641146,0.55358154,0.812158266,0.812158266,0.413829941,-0.83979494,-2.814440714,-2.364556908
GSU2830,-1.592031007,-1.053463328,-0.661692056,-0.661692056,-2.823029673,-4.327146681,-2.328707683,-0.751921918
GSU2831,-1.31376933,-0.85290298,-0.465511734,-0.465511734,-2.571932763,-1.160415199,-1.861950378,-0.017342195
GSU2832,-1.42721625,-0.957703852,-0.484412439,-0.484412439,-1.620050987,-0.774173486,-2.349799492,-1.623378771
GSU2833,-1.61483478,-1.245471545,-1.017812249,-1.017812249,0.065062992,-0.227497925,-2.261980356,-3.445618109
GSU2834,-1.832968825,-1.640866116,-0.924048903,-0.924048903,-0.996889195,-8.570787226,-2.498797763,-3.394891246
GSU2835,-0.856143655,-0.723137032,-0.383280228,-0.383280228,-1.944548778,-8.960936787,-1.901758304,-2.1542193
GSU2836,-0.878730961,-0.86382901,-0.424224116,-0.424224116,-4.050398619,-1.289810531,-6.964543105,-0.295641042
GSU2837,-1.094599457,-0.804477754,-0.820168936,-0.820168936,-2.329752721,1.026616135,-7.303476635,-2.482025251
GSU2838,-1.244216084,-0.69511336,-0.528488826,-0.528488826,-2.715202901,0.001985938,-8.663596117,-3.357293178
GSU2839,-1.409617545,-0.862816648,-1.063625451,-1.063625451,-2.27028956,-3.343272131,-3.199393417,-1.566059972
GSU2840,-1.628228341,-1.147620057,-1.182312974,-1.182312974,-2.630496634,-2.209173005,-2.246836306,-1.1745612
GSU2841,-1.329482043,-0.665415532,-0.364052104,-0.364052104,-2.456285521,-1.76468307,-2.834849107,-0.415187316
GSU2842,-1.161833516,-0.555698432,-0.502916294,-0.502916294,-3.564415222,-0.727560948,-2.499344174,0.43079426
GSU2843,-1.443627195,-0.857155192,-0.70594732,-0.70594732,-2.094257786,-1.512813711,-1.368292744,-1.004990702
GSU2844,-1.590873561,-0.978234945,-0.603193326,-0.603193326,-6.696763292,-3.681811964,-2.014107703,-0.767554694
GSU2845,-1.465467132,-0.82757494,-0.558958566,-0.558958566,-2.873225774,-4.207272194,-2.50786829,0.235777853
GSU2846,-1.405837256,-0.636878805,-0.077967423,-0.077967423,-1.699206383,-2.808287966,-1.515377074,-1.336118589
GSU2847,-1.4237989,-0.713800196,-0.567588692,-0.567588692,-0.507727326,-3.431821636,-2.525630748,-3.275451175
GSU2848,-1.944493265,-1.215454544,-0.708699572,-0.708699572,-0.686297796,-2.015146019,-1.173722899,-2.221778676
GSU2849,-1.765429533,-1.139439221,-0.603454254,-0.603454254,-0.275485414,-4.143961181,0.080824881,-0.705824241
GSU2850,-1.632487929,-0.923635882,-0.698055043,-0.698055043,-1.130815017,-1.372835161,-1.612580354,0.437635159
GSU2851,-1.17094794,-0.642933998,-0.586571986,-0.586571986,-1.995803322,-1.389948683,-2.845455797,-1.162250636
GSU2852,-1.399089728,-0.960243028,-0.861720618,-0.861720618,-1.58011902,-0.536689196,-2.948784551,-0.56662836
GSU2853,-1.289330692,-0.467500731,-0.380861482,-0.380861482,-0.341931787,-2.266454634,-2.851774774,1.77792715
GSU2854,-1.433925307,-0.824056438,-0.797344468,-0.797344468,-0.596244983,-1.278794378,-1.958658363,0.067640933
GSU2855,-1.138716143,-0.249932859,-0.325604871,-0.325604871,-0.502308396,-2.70131506,-3.582977887,-1.551273364
GSU2856,-1.188723416,-0.548883494,-0.577674481,-0.577674481,-2.154605003,-2.083199243,-1.987243238,-3.98013857
GSU2857,-1.580494451,-0.82647329,-1.473614705,-1.473614705,-3.188431083,-0.763220698,-2.127927422,0.057503568
GSU2858,-1.51076204,-0.900282852,-0.91948499,-0.91948499,-1.32498755,-0.23003962,-1.331906499,-1.430351285
GSU2861,-0.903185025,-0.356570297,-0.241284931,-0.241284931,-0.266216473,-2.589365626,-1.237204602,1.371320808
GSU2862,-1.051928715,-0.281395361,-0.260332646,-0.260332646,0.046398892,-1.38971783,-1.403042881,1.627232964
GSU2863,-1.055227778,-0.329307805,-0.278511609,-0.278511609,-1.132967008,-0.642479005,-0.240474386,2.157604481
GSU2864,-1.607844117,-0.742612117,0.030013388,0.030013388,-1.283034548,-1.754434972,-7.077166384,1.54220051
GSU2865,-1.724505369,-1.260172786,-1.115843265,-1.115843265,-1.958364401,-1.086967356,-2.941761113,1.606782136
GSU2866,-1.129970845,-0.627107395,-0.520892975,-0.520892975,-1.866367278,-0.495670369,-2.051353003,-0.155793406
GSU2867,-1.580359203,-1.019116451,-0.990680445,-0.990680445,-0.052414011,-1.451129368,0.656872112,0.386638766
GSU2868,-1.109651203,-0.613595389,-0.593299835,-0.593299835,-2.73796426,-3.718024825,-0.306666372,-1.436066936
GSU2869,-1.004701136,-0.29944934,-0.613963577,-0.613963577,-6.82186791,-2.519171419,0.536425772,-5.016466654
GSU2870,-1.690230416,-1.353172436,-1.215809458,-1.215809458,-1.359002154,-2.033587722,-0.042873564,0.547700447
GSU2871,-1.352436337,-0.810566865,-1.143001084,-1.143001084,-0.315270919,-1.979240052,-0.303352813,0.995380998
GSU2872,1.408925761,1.103430818,1.263607398,1.263607398,-0.195898833,-0.890674362,0.450873221,1.107138277
GSU2873,0.84579896,1.147027716,0.267108803,0.267108803,1.014180747,0.422158187,-0.839597386,-0.142719292
GSU2874,0.513864039,0.935186226,0.269098628,0.269098628,-1.08405919,-0.296120886,-4.005111715,0.291936846
GSU2875,-0.704353901,-0.307782934,0.016579341,0.016579341,-0.42011357,-0.093398952,-0.640619914,1.324819124
GSU2876,-1.095691253,-0.753408784,-0.094806415,-0.094806415,1.012688403,-2.705201482,-0.231764789,1.44335166
GSU2877,0.363507284,0.310468777,0.022589224,0.022589224,-1.003910512,1.071853275,2.095848847,1.670774037
GSU2878,-0.13634224,-0.066425256,-0.034540682,-0.034540682,-2.647089261,-1.619496943,2.040508521,1.600878047
GSU2879,-0.259935712,-0.348341676,-0.118213335,-0.118213335,-3.425213471,-1.359419305,2.487082555,0.993278346
GSU2882,2.067709923,1.337419191,2.000077328,2.000077328,0.700361062,-0.753725455,1.151498163,-0.811382697
GSU2883,1.661329104,1.139764413,1.214695954,1.214695954,0.041355983,-2.328985838,1.157389601,-1.012231759
GSU2884,1.667091902,0.771727995,1.262995621,1.262995621,0.611616871,-2.623967951,1.906002232,-0.18578946
GSU2885,0.655295332,0.151198899,0.16832812,0.16832812,0.320259101,-0.431893417,0.766726714,-2.408015072
GSU2887,-4.614101393,-2.374023862,-3.513488086,-3.513488086,-0.036550913,0.292301434,1.109702043,-0.136531597
GSU2888,-1.831175741,-0.905962237,-1.659673822,-1.659673822,-0.461508681,0.085947232,1.618298931,-2.557119246
GSU2889,-1.271152432,-0.450397712,-0.804687008,-0.804687008,-0.434060374,-2.99637765,1.374295523,-1.926591052
GSU2891,-1.962394961,-0.738469959,-1.728507356,-1.728507356,-0.365056261,-0.215962807,0.892514013,-4.071447874
GSU2892,-1.705992121,-0.451482469,-1.462000762,-1.462000762,1.413118099,-0.365115798,1.092572985,-2.993253154
GSU2893,-2.153030835,-1.188625136,-1.574454939,-1.574454939,1.489342272,-3.933222625,-0.242133282,0.543840476
GSU2894,-0.320499768,0.989750418,0.626095998,0.626095998,2.53021675,-1.221268691,-5.064730779,2.414788256
GSU2895,-0.783309613,0.395076293,-0.331075288,-0.331075288,0.548594629,1.253433536,0.434054047,1.938201759
GSU2896,-1.211015458,-0.152113632,-0.881832998,-0.881832998,1.883459417,2.163308109,1.212847509,0.123648205
GSU2898,-1.232408848,-0.13481412,-1.102596987,-1.102596987,1.734927677,2.044930298,0.951858513,-0.806335237
GSU2899,-1.052547094,-0.218737287,-1.191980837,-1.191980837,1.327788646,-0.704528788,0.635698717,1.732791674
GSU2901,0.401122987,0.844657553,-0.513811347,-0.513811347,-0.111689921,0.339263243,1.45516249,0.893778006
GSU2902,0.625529024,1.661233875,0.965551686,0.965551686,0.819632398,0.986393011,-0.619119676,-2.346259979
GSU2903,0.620029785,1.636165846,0.71548509,0.71548509,-0.483833668,1.247304281,-2.86198061,-2.36116261
GSU2904,0.378423515,0.634672341,-0.095102592,-0.095102592,1.114642015,0.711557807,-2.123216169,-0.514353644
GSU2905,0.268340197,0.836976619,0.025255109,0.025255109,-1.290717311,0.148194672,-1.332444331,0.090340415
GSU2906,-0.392574039,0.384686321,0.486416843,0.486416843,1.135307409,-0.288342883,-2.000806363,-1.040644962
GSU2907,0.714347343,1.754701946,0.661826972,0.661826972,1.177014727,1.487491778,-0.715837992,-2.252650866
GSU2908,-0.277200027,0.989388232,-0.449926018,-0.449926018,0.853088458,1.372473606,-1.143913283,-1.681550944
GSU2909,-0.264747916,0.745141421,0.07326656,0.07326656,1.267163438,-1.108922414,-1.442903977,-0.680763122
GSU2910,0.492821178,1.174906748,0.033916462,0.033916462,0.957398581,-0.191118859,-1.809018933,1.177963736
GSU2911,0.48488944,1.608528614,0.451779621,0.451779621,1.50209815,1.019146516,-3.876139659,1.561600226
GSU2912,-0.523282342,0.779706465,-5.65E-05,-5.65E-05,1.006653191,0.633976919,-1.814688865,2.026675111
GSU2913,-0.806186004,0.484851176,-0.343695627,-0.343695627,0.715896556,0.633848529,0.08148142,0.53089727
GSU2914,-0.916870874,0.473247803,-0.511273435,-0.511273435,1.853563109,1.002407521,1.421272059,-4.211247396
GSU2915,-0.826525294,-0.201098449,-0.151758311,-0.151758311,-0.297997343,1.408108732,1.235284121,1.804045233
GSU2916,-0.343172328,-0.42446325,-0.618515795,-0.618515795,-2.077663286,0.78417853,1.049284761,1.852862094
GSU2917,-0.789406257,-0.714562035,-1.338072899,-1.338072899,-0.100393332,1.269489804,-0.482972849,-0.685309973
GSU2918,-1.013518168,-0.522037017,-0.873954963,-0.873954963,-0.879252721,2.250057878,1.816329586,0.516873459
GSU2919,-1.087808239,-0.749704366,-0.625042436,-0.625042436,-2.289218119,-0.495291357,1.148045088,1.311758956
GSU2921,-0.087147152,0.122890974,-0.226722946,-0.226722946,-0.164687395,-1.178693282,-1.650085883,-0.427497265
GSU2922,0.406153238,0.773496068,-0.055771363,-0.055771363,-0.401866698,-0.762900312,-2.484184193,0.183526299
GSU2923,-0.02148773,-0.106084969,0.000977198,0.000977198,-0.261136544,-1.905727334,-0.344345172,-1.302956182
GSU2924,1.369061187,0.957947001,2.011819007,2.011819007,-1.604320247,-6.802979194,-0.076142553,1.289593475
GSU2925,1.465045864,1.442188094,1.089611341,1.089611341,-2.413637409,-0.304185283,-0.808666598,0.372858891
GSU2926,1.169094343,0.951720228,0.90247367,0.90247367,-1.441103732,-0.820023988,-1.539059484,0.813414673
GSU2927,-0.445599635,-0.337080298,0.136155478,0.136155478,0.672355172,-0.718601627,-0.299579691,-0.427268906
GSU2928,0.257754968,0.418291209,-0.411274049,-0.411274049,1.200866765,-2.201810063,-4.22181878,1.162287969
GSU2929,0.647488015,0.912460356,1.042241931,1.042241931,0.467196881,-4.160721828,0.794236267,-1.28435602
GSU2930,0.368718307,0.458442403,0.20423841,0.20423841,0.205267688,-3.636781149,-0.037999865,-5.085358062
GSU2932,0.929983638,0.971415489,0.587171034,0.587171034,-0.272207963,0.485508641,-0.050623255,0.406589547
GSU2933,0.849526426,1.289572572,0.669774937,0.669774937,1.482263431,1.781148947,0.086204381,-1.986507053
GSU2934,0.743119359,0.885548459,-0.102678547,-0.102678547,0.489794207,1.563861073,0.100489531,-2.782848124
GSU2935,1.306372909,0.994461384,1.307556617,1.307556617,-2.385808614,-0.467516362,4.884368568,-5.056939428
GSU2936,-1.881723808,-0.457543101,-0.406402419,-0.406402419,-1.281435914,-0.400038494,5.859149989,0.015298621
GSU2937,-1.962044013,-0.324450463,-0.672294257,-0.672294257,-1.096077648,1.16708854,6.843419164,-0.320508492
GSU2938,-2.593881156,-1.23233024,-1.095414729,-1.095414729,-0.146694654,0.269696824,1.401495823,-0.022506225
GSU2939,-2.826903226,-1.630741544,-2.003524613,-2.003524613,-1.054956133,-3.00192772,1.224485139,-0.888993852
GSU2940,-2.740049389,-1.566690759,-1.888549551,-1.888549551,-1.283554468,-0.656711608,0.765921534,-1.11726822
GSU2941,0.363873182,-0.903776555,-0.456962501,-0.456962501,0.931046879,-0.47832473,-0.010985309,-2.565838052
GSU2942,0.306272543,-0.316592292,-0.043223253,-0.043223253,-4.181362657,-0.41222481,0.295561099,-2.371785808
GSU2943,-2.35866369,-1.618642609,-3.172059353,-3.172059353,0.170471166,-2.074869187,-0.059419614,-0.716204816
GSU2944,-1.184142015,0.423957502,0.096717921,0.096717921,0.772262766,-2.330709741,-1.459261963,-4.698202752
GSU2945,-1.035344519,-0.14098609,0.12707583,0.12707583,0.123444526,0.370542569,-1.394990812,1.781005316
GSU2946,-0.241064516,-0.928603965,-0.699398504,-0.699398504,1.312507873,1.38208004,0.300904024,0.714828813
GSU2947,-0.68226284,-0.285842957,-0.480015803,-0.480015803,1.912611789,0.942397107,2.441447879,-1.189345027
GSU2948,0.632945182,-0.12290952,-1.102945244,-1.102945244,0,0,0,0
GSU2949,-0.86322662,-1.113641041,-0.895679098,-0.895679098,0,0,0,0
GSU2950,-0.27444227,-0.220864781,-1.511842024,-1.511842024,0,0,0,0
GSU2951,0.233624699,-0.673117521,-1.074958506,-1.074958506,1.469297477,-1.263816165,0.893741699,0.448038745
GSU2952,-0.111384258,0.039614566,-0.431986861,-0.431986861,1.977596097,0.248672489,1.215903325,-1.31549629
GSU2953,0.678824687,0.168345199,0.097907806,0.097907806,0.728725151,-5.442280593,2.100898133,-0.857343552
GSU2954,0.245501616,0.559176118,-0.25866444,-0.25866444,-0.463767921,-4.162334208,-0.979861411,0.304081035
GSU2955,0.390024644,0.383097657,0.281881048,0.281881048,0.467196881,6.560474481,-5.10691471,1.507923698
GSU2956,-0.547066094,-0.160659813,0.380905456,0.380905456,-0.905403053,2.82923885,0.726017372,1.322360583
GSU2957,-0.353803521,-0.169711141,-0.561903953,-0.561903953,0.159363076,2.971447358,-1.642104557,-2.91462059
GSU2958,-0.757351265,-0.756797014,-1.059202135,-1.059202135,0.500730224,1.649617374,-2.156353041,-1.064452422
GSU2959,0.662723846,0.100191503,-0.141062967,-0.141062967,2.369393094,1.67562226,-1.714734656,-0.852348456
GSU2960,0.984712892,1.095861206,1.108817514,1.108817514,-3.991007583,1.563861073,-0.763503312,0.353332442
GSU2961,1.07875384,0.818818473,1.425394855,1.425394855,0.778980219,-0.166017138,-0.010278467,-0.545794764
GSU2962,0.967634439,1.05467198,1.965493766,1.965493766,0.876182961,-0.374606092,0.363618121,-2.627218922
GSU2963,1.221697373,0.945352588,2.113132811,2.113132811,2.539391023,-1.003204381,-0.835451573,0.592645607
GSU2964,1.683059812,1.528711817,2.001085012,2.001085012,-2.029499081,1.543142377,-2.092927457,-0.751256101
GSU2965,0.417434704,0.318401146,0.585137706,0.585137706,-5.06565071,-0.287716998,-3.017868333,-1.025502655
GSU2967,-2.056412017,-0.676622488,2.099751502,2.099751502,0.069843615,0.02234943,-2.504070661,-0.958622761
GSU2968,-1.234419181,0.156131777,1.910095092,1.910095092,-2.329304318,0.765657619,-1.161931221,-0.691908528
GSU2969,0.105527125,-0.015956467,-0.069730192,-0.069730192,-2.707532737,2.567007557,-2.607411616,-1.022830027
GSU2970,-0.357115315,-0.231342143,-0.641449699,-0.641449699,-4.97764175,-0.85051988,1.689914141,-0.464161208
GSU2971,-0.180247033,0.017445678,0.442680432,0.442680432,-0.746445112,-0.3176684,0.399224634,-0.422822823
GSU2973,0.331637866,0.299509553,0.182247467,0.182247467,-0.687451496,0.203073419,0.069805092,-0.281030447
GSU2974,0.418635219,0.710073899,0.010733875,0.010733875,-1.001725964,-0.971034988,0.118431947,-1.207584722
GSU2975,0.761537987,0.74285903,0.30982721,0.30982721,-1.170723098,-2.116905954,-0.506908909,0.752951603
GSU2976,0.320172803,0.431382859,0.593251097,0.593251097,-1.453112583,-2.30951833,-0.959747605,1.22431477
GSU2977,0.008706434,0.466375991,0.394030282,0.394030282,-2.68953396,-0.533707872,-0.533061181,-0.331219623
GSU2978,0.646146161,0.626746001,1.515946986,1.515946986,-2.212472364,-1.872514011,1.812180924,-3.435326504
GSU2979,1.093309835,0.578028864,0.793240905,0.793240905,-1.010389804,0.151591888,1.034737999,-0.856475322
GSU2980,0.81524046,0.767899548,0.926206235,0.926206235,-2.14829721,-1.690098751,-1.091531632,-1.441471021
GSU2981,-0.499924078,-0.623626341,-1.916672022,-1.916672022,0,0,0,0
GSU2982,-0.963487848,-1.430819297,-1.401256059,-1.401256059,0,0,0,0
GSU2983,0.376983226,-0.40652483,-0.34148544,-0.34148544,1.111596938,-3.261382321,-0.309090093,4.146512281
GSU2984,0.012286152,-0.282719549,-0.96343981,-0.96343981,-6.150913824,-4.56074161,0.285102206,1.82850866
GSU2985,0.040777316,0.550697524,-0.656876537,-0.656876537,0.908560752,-3.626624061,0.051470713,0.824986352
GSU2986,-0.000498646,0.049884495,0.041891394,0.041891394,-0.063519375,-0.640854572,-0.639648738,-3.98013857
GSU2987,-0.17386051,-0.428470841,-0.252518229,-0.252518229,0.134852327,-1.567285466,-1.607788396,1.804831558
GSU2988,-0.301659566,-0.120823198,-0.52760567,-0.52760567,-1.292281338,1.184773453,1.168725584,1.511815162
GSU2989,-0.347886156,-0.308581948,-0.847775045,-0.847775045,0.030518209,-5.123414037,-0.534247936,-0.111717751
GSU2990,-0.365495319,-0.610599764,-0.917607596,-0.917607596,0.204328315,-1.420059081,-1.381757619,0.791051456
GSU2991,-0.261787863,-0.0337676,-0.105431905,-0.105431905,-1.364864607,-0.059149159,0.485204542,1.414738198
GSU2992,0.178535263,0.346253472,0.077627283,0.077627283,-1.851646153,0.156362349,0.50645901,0.405393083
GSU2993,0.437866082,0.619638744,0.382041004,0.382041004,-0.51972025,-0.000576673,0.568249657,1.58113597
GSU2994,0.256622841,0.254246687,-0.163108804,-0.163108804,0.108615414,-0.774614843,-0.281823518,1.812901036
GSU2995,0.299695899,0.501043093,-0.214608463,-0.214608463,-0.569127071,1.559989731,-3.026953034,1.51916961
GSU2996,0.157060557,0.256541183,0.347842485,0.347842485,-2.178793191,1.112551671,-5.314700191,0.875135885
GSU2997,-0.156834812,-0.132413639,-0.534517892,-0.534517892,-0.101190755,-0.800654086,0.097824078,-5.085358062
GSU2998,-1.024718284,-0.73038236,-0.778020133,-0.778020133,-1.386933312,-1.624083474,1.054675321,-5.066029259
GSU2999,-1.079309969,-1.005806028,-1.69645518,-1.69645518,-0.541207244,-0.864972159,0.997801354,-4.685018176
GSU3000,-1.250826764,-0.887337965,-0.63405826,-0.63405826,-5.334883965,-0.579805244,-0.123544451,-4.503094686
GSU3001,-0.32059852,-0.522833742,-0.450872229,-0.450872229,-0.490953245,-0.299993421,-3.459354351,-1.015532139
GSU3003,-0.483667796,-0.429922846,-0.200106257,-0.200106257,0.747828267,0.391993255,-0.626231183,-3.454203768
GSU3004,-1.609261809,-1.754869015,-1.484343265,-1.484343265,-0.228075654,-0.443497672,4.131163157,-4.167025044
