Protein,Low Acetate,High Acetate,Higher Acetate,High Fomrate,WTvsAchrs48,WTvsAchr144,WTvsH2hr,WTvsH2hr144
GSU0000.1,-1.595639633,-1.695243723,-1.47620066,-1.47620066,1.963787896,0.322755475,0.230776001,0.599550033
GSU0001,-2.191934621,-1.941289592,-1.916419396,-1.916419396,2.555393812,1.338681746,-0.069535434,2.56154994
GSU0002,-1.23211018,-1.296809724,-1.565223569,-1.565223569,0.118854641,-0.61798144,1.641844987,0.56453922
GSU0003,-2.034104722,-1.487748556,-1.850141218,-1.850141218,1.885629232,1.434469384,1.827301063,1.079581239
GSU0004,-1.981550323,-1.450260234,-1.896536237,-1.896536237,1.024651985,-0.112544749,0.910566631,-0.412577648
GSU0005,-0.52942512,-0.535207452,-1.082182037,-1.082182037,-5.938324191,-0.052309619,0.286711706,0.241162092
GSU0006,-0.392061693,-0.200140692,-0.823099087,-0.823099087,-0.75213108,-0.148339017,1.486343818,-0.347897952
GSU0007,0.01883877,0.057272987,-0.091813518,-0.091813518,0.203030372,1.077360234,1.517061786,0.568459361
GSU0008,0.393231409,0.423434806,0.501386033,0.501386033,1.788338191,1.161870092,1.673305224,-0.893173556
GSU0009,-0.253156097,-0.320600757,-0.091189322,-0.091189322,0.312848125,0.979483006,-0.341664175,-4.645229638
GSU0010,0.085759112,0.171169718,0.261263953,0.261263953,-1.587941935,-2.526221063,-1.033860817,-1.214946953
GSU0011,0.31173462,0.073314512,0.753375821,0.753375821,-3.811616614,-8.80138689,-8.876800216,-2.87568798
GSU0012,-3.317415382,-0.850843824,-2.301479047,-2.301479047,-3.150463607,-4.062009153,-2.878965789,-2.48635018
GSU0013,-2.282312712,-0.640001347,-1.658538236,-1.658538236,-5.759959483,-7.259687133,-6.493522181,-5.40317359
GSU0014,0.939504459,0.965693755,1.220999642,1.220999642,-2.772233311,-1.0806604,-0.751860776,-0.94066075
GSU0015,-0.33399591,-0.044203557,-0.038955644,-0.038955644,-1.728363629,-1.509076752,-1.927046659,-3.598436434
GSU0016,-1.297238194,-0.788877754,-0.321431137,-0.321431137,-3.009853176,-3.818106877,-3.024228392,-4.073794804
GSU0017,0.261896153,0.183071295,-0.078002484,-0.078002484,-3.536515304,-3.842615775,-2.812659228,-2.848254289
GSU0018,-0.347201398,-0.495624626,-0.579364989,-0.579364989,-4.119633698,-5.204624292,-3.88007911,-4.14846727
GSU0019,-0.125983319,-0.763769387,0.165554471,0.165554471,0.540091347,1.269290557,0.624385067,1.377013376
GSU0020,-0.554582779,-0.976467211,-0.299642879,-0.299642879,-1.293961124,-0.615429186,-2.045805493,1.492874329
GSU0021,-0.582812058,-0.939364411,0.010117772,0.010117772,0.83340125,-0.134242117,-0.570618076,-1.441471021
GSU0022,-0.351139529,-0.186773329,0.250480024,0.250480024,-0.902905132,-1.043334882,-0.63098222,-0.641318739
GSU0023,0.385186288,0.282880525,0.659735355,0.659735355,-2.142356122,-3.948815995,-3.768729505,-1.898088297
GSU0024,-0.298188354,-0.355947716,0.11932411,0.11932411,-1.912328479,-2.867237813,-3.839066931,-3.207173297
GSU0025,0.880792033,0.833620479,0.693453016,0.693453016,-1.654160985,-2.196869001,-0.077469594,-1.020785625
GSU0026,1.483069043,1.273856495,1.107945039,1.107945039,-3.068992026,-2.325646889,-1.221139506,-3.259214451
GSU0027,0.949092131,1.362822794,1.256423545,1.256423545,-3.988137215,-1.978031526,-1.654714274,-3.46672226
GSU0028,0.548028253,0.679542112,0.534395977,0.534395977,-0.718558086,-1.220073678,-1.296955786,-1.132378664
GSU0029,0.405525382,0.19948162,0.352456453,0.352456453,-1.793489941,-2.219888143,-1.479930218,-2.499442761
GSU0030,0.722125079,0.227069642,0.200671171,0.200671171,-0.187813281,-0.966029423,0.460727554,0.258439907
GSU0031,0.442631526,0.402044246,0.386673719,0.386673719,-0.219366053,-1.025658551,-0.201668828,-0.380818091
GSU0032,-0.072221428,0.337472949,0.075227568,0.075227568,-0.330740476,-0.429401189,-0.749414437,-0.33242917
GSU0033,0.887508209,1.097360168,1.668590458,1.668590458,-0.291572646,-1.225883842,-0.423931181,-0.374509509
GSU0034,0.787986988,1.08075203,1.486118906,1.486118906,0.42433776,0.333435229,-0.667218775,0.489992776
GSU0035,1.43929632,1.176677988,1.443226524,1.443226524,-1.045801294,-5.469027622,-0.624092646,-0.122880239
GSU0036,0.88648435,0.152887475,0.603968351,0.603968351,-1.054550606,-0.319156205,-1.200611978,-0.545971772
GSU0037,-0.835219346,-0.763480353,-0.737736778,-0.737736778,-1.623078408,-2.886683597,-1.787857152,-2.26582302
GSU0038,-1.032576999,-1.022802624,-0.750617097,-0.750617097,-2.168777213,-3.111878998,-2.368848351,-2.713585636
GSU0040,-0.4781758,-0.22467845,-0.691836772,-0.691836772,-1.311927431,1.712441242,-0.569812848,-1.38703189
GSU0042,-1.633862704,-0.790009657,-1.674755977,-1.674755977,-1.244628101,-0.461402731,0.34589011,0.671706847
GSU0044,-0.150631276,-0.449483951,-0.750767348,-0.750767348,0.888045332,0.411302618,0.813765791,0.403048766
GSU0045,0.753852777,0.138480823,0.066454484,0.066454484,1.682071865,2.744211108,2.108936851,0.99185809
GSU0046,1.776360828,0.90076205,0.936519475,0.936519475,0.021268073,1.198434878,-0.877480584,-1.109840803
GSU0047,1.039642982,0.698761358,1.002649036,1.002649036,0.682461275,0.830025458,0.218409773,-0.900571949
GSU0049,0.514273365,0.194192273,0.147991311,0.147991311,0.165539933,-3.425348035,-3.49351271,-3.473105258
GSU0050,0.314581321,0.918830771,0.904557447,0.904557447,-0.366385681,-1.395689081,-0.891707686,0.335645196
GSU0052,0.359752785,1.046240872,0.381897981,0.381897981,-0.75213108,-1.622616253,-5.376587484,-0.408880133
GSU0053,-0.183790472,0.777286708,0.203568802,0.203568802,-0.987225263,-1.78525668,-0.872163077,-0.751624257
GSU0054,0.576156865,0.880517949,0.288792992,0.288792992,-3.04571953,-0.651177963,-3.237505738,-0.625973232
GSU0055,0.643307947,1.090432647,1.041244885,1.041244885,1.151767877,1.115621955,-1.600230346,0.938299798
GSU0056,-0.159326136,0.432037685,0.451587805,0.451587805,0.893031242,0.910574591,-0.84707694,-0.136652361
GSU0057,0.688271469,0.803827895,0.102528914,0.102528914,0.435314338,-0.370008435,-0.693427903,-0.335207779
GSU0061,-0.016614994,0.159198991,0.536583066,0.536583066,-1.164150688,-0.861641258,0.070121277,-1.232853434
GSU0062,0.997209488,0.835078603,0.567898244,0.567898244,-5.739872154,-1.974803877,-0.471711509,-5.759490157
GSU0063,0.443730843,0.79472863,-0.057095749,-0.057095749,0.270654451,0.637569772,-3.765455955,-0.620123376
GSU0064,0.592814585,0.417121989,-0.011013446,-0.011013446,-0.115669505,1.503898768,-5.616363264,-0.223307311
GSU0065,-0.471565524,-0.289025847,-0.589362556,-0.589362556,1.217185281,0.559809262,-0.298011616,0.82502805
GSU0066,2.129249211,0.611213601,1.724353503,1.724353503,-1.817227435,-1.235606122,-0.752204779,-0.781858245
GSU0067,1.624691116,0.65076314,1.400064776,1.400064776,-0.422028977,-1.600550821,-0.710013743,-3.325665313
GSU0068,1.347924914,0.539912369,0.707303792,0.707303792,0.277558222,-0.071309173,-0.522987549,0.028864262
GSU0069,1.113048032,0.616290182,1.271225393,1.271225393,-0.993116134,0.471284531,-0.720186483,0.219933148
GSU0070,0.954809865,0.549649644,0.590001928,0.590001928,-6.754591441,-0.35355871,1.883612368,0.536900069
GSU0071,2.635512125,1.311976494,2.328998029,2.328998029,2.035228091,2.209262615,-2.775999469,1.462857614
GSU0073,0.229878449,0.479479172,0.441962912,0.441962912,-2.156546683,-2.638770292,-2.324172022,-1.794508116
GSU0074,0.476649213,0.819354476,1.120003944,1.120003944,-2.210979684,-2.480549349,0.084862389,-1.33418382
GSU0075,2.345914323,1.607917857,2.002004807,2.002004807,0.547097884,0.317833709,-0.464200257,1.538910471
GSU0076,1.492802975,0.959232719,1.19438709,1.19438709,0.863545889,-2.335268213,0.894390066,0.348330161
GSU0077,1.400226485,1.057654563,2.314666371,2.314666371,0.657238163,0.758447805,0.832187454,1.302279706
GSU0078,1.603886969,1.349269003,1.867405945,1.867405945,0.383545917,0.775113796,0.085296023,1.015681293
GSU0079,1.150103261,1.153550819,1.703100988,1.703100988,-1.375392516,-0.081819195,-0.5844063,0.617041749
GSU0080,1.318477669,1.36511418,1.453484327,1.453484327,-1.368703064,-1.903711471,-1.134122923,-1.158863821
GSU0081,1.296831798,0.828291084,0.93548477,0.93548477,-1.727788203,-3.426186037,-1.818281978,-0.470679438
GSU0082,1.653435692,1.605587937,1.665934166,1.665934166,-1.951038077,-0.86223106,-0.746655321,-0.582952604
GSU0083,0.517559554,1.013317077,0.456011427,0.456011427,0.106932401,-0.46573104,-0.404886267,-1.212041608
GSU0084,1.310634973,1.360472244,0.844210544,0.844210544,-0.552683899,-1.291372195,0.343002776,-0.700253018
GSU0085,0.121741794,-0.95103293,-0.001541646,-0.001541646,-1.339223205,-1.179346472,0.527404865,0.086060462
GSU0087,-0.620669247,-1.525069994,-0.539407866,-0.539407866,0.048357971,-1.336916969,-1.1953152,-0.058646685
GSU0088,-0.003884697,-1.11898198,0.206605899,0.206605899,-0.141993796,-1.132377032,-0.521740522,-0.57413789
GSU0089,-1.009834809,-1.679200823,-1.151604211,-1.151604211,-0.68510221,0.619909984,-0.315290832,-1.331611663
GSU0090,-0.110059369,-1.045957939,-0.10234894,-0.10234894,-0.219812031,-0.357811791,0.12480979,-0.950935577
GSU0091,-0.38275772,-1.203398698,-0.178141769,-0.178141769,-0.482432745,-0.62577954,-0.48072072,-0.166631268
GSU0092,-0.777508391,-2.193381529,-0.641177601,-0.641177601,-0.736156667,-6.483592063,1.494893716,0.15307998
GSU0093,0.162515303,-0.102247439,-0.170069722,-0.170069722,1.388430129,1.811767619,-0.260382064,0.935875992
GSU0094,-0.662977968,-0.634167034,-0.960464527,-0.960464527,-0.12565261,-0.846804278,0.477864664,0.224700325
GSU0095,-1.908575675,-1.698801004,-1.126125694,-1.126125694,0,0,0,0
GSU0096,-1.738383135,-2.226395437,-2.758522988,-2.758522988,-1.772540423,-0.078738958,-1.990247472,-1.982234547
GSU0097,-1.963165506,-1.694726791,-2.867929771,-2.867929771,-2.953714599,-2.654285634,-2.913347399,-2.435968879
GSU0098,-0.57485515,-0.284126866,0.007603923,0.007603923,-1.171284476,-2.776232553,-2.08907933,-1.401903353
GSU0099,-0.009893777,0.343770607,0.438035011,0.438035011,-2.100575806,-2.682170529,-1.498793964,-1.856217026
GSU0101,0.256875277,0.470682254,-0.016176287,-0.016176287,-1.23825942,-7.475086742,-0.531337287,-0.558489597
GSU0102,-0.453486248,-0.067515311,-0.332794679,-0.332794679,0.01927282,-0.347301299,-0.394914747,-1.772791243
GSU0103,1.072007167,0.620565829,0.994973974,0.994973974,1.077374192,-0.705927405,0.590372082,0.848081543
GSU0104,0.738920941,0.274818535,1.0785814,1.0785814,1.950012344,-0.206611488,0.867077996,0.319550689
GSU0105,-0.216131223,-0.543421276,-0.833232834,-0.833232834,3.333424662,1.731912996,0.562653283,1.45948005
GSU0106,-0.259879178,-0.247297374,0.7248401,0.7248401,-3.869855871,3.101326514,-1.874944206,-3.070315578
GSU0107,-0.49647765,-0.609532005,0.099266733,0.099266733,-1.791857212,-2.25066749,-2.013893519,-3.80327969
GSU0108,-0.94152729,-1.060220143,0.044089111,0.044089111,-3.226980668,-1.632666897,-1.741883084,-1.728845991
GSU0109,-0.824493376,-0.953717211,-0.248201481,-0.248201481,-2.19845206,-3.43832636,-1.069674471,-1.956567614
GSU0110,-1.118583217,-1.211223289,-1.004500298,-1.004500298,-4.143316866,-2.44288955,-2.857860348,-2.310803816
GSU0111,-1.24854724,-1.143736857,-0.729251631,-0.729251631,-1.974770253,-3.974019306,-4.339764478,-1.857556727
GSU0112,-0.926309413,-0.654067498,0.081239689,0.081239689,-2.493136351,-3.090642481,-3.354581548,-1.380970983
GSU0113,-1.246290055,-1.131655551,-0.705974037,-0.705974037,-0.604515547,-2.591281735,-0.087853565,0.482440159
GSU0114,-0.896128305,-0.944906798,-0.178643165,-0.178643165,-3.402499024,-0.059345456,-1.689686947,-1.939351479
GSU0115,-0.328832559,-0.112443714,0.009670829,0.009670829,0.170678232,-1.680220515,-1.448326383,-1.986449621
GSU0116,-0.268948843,0.09754602,0.112309552,0.112309552,-1.068337828,-0.377281822,-1.994349773,-1.150051123
GSU0117,0.075263447,0.16450896,-1.217691329,-1.217691329,-0.52994706,-0.886541427,-0.213637711,-1.632834912
GSU0118,-0.156342916,-0.299675197,0.214094731,0.214094731,0.813979471,-1.295801537,0.950625862,-0.888765828
GSU0119,-0.394604464,-0.187404526,1.102717159,1.102717159,-0.475968855,-0.181764086,-4.965075649,-4.940269715
GSU0120,1.787452415,-0.976695062,1.120547169,1.120547169,-4.713792586,0.348346582,-0.450400407,1.357532352
GSU0121,0.917949036,-1.398116155,1.097557836,1.097557836,-1.197914368,-0.091255129,0.496080526,0.891827679
GSU0122,1.176989456,-1.122723478,1.482449203,1.482449203,1.437850072,1.14973172,0.479167249,0.909171067
GSU0123,0.938236619,-1.563311741,1.211910373,1.211910373,1.069477404,0.097524881,0.376403821,-0.519493003
GSU0124,0.590765527,-0.824415505,-0.281541102,-0.281541102,1.497096927,0.960158156,0.53248806,0.383386966
GSU0125,-0.144503192,-0.550294271,0.329161527,0.329161527,0.211374072,1.107856863,-0.164903649,0.763672981
GSU0126,0.210770873,-0.135022407,-0.0290431,-0.0290431,0.861191533,0.489441153,0.989835193,-0.009863283
GSU0127,0.222570063,1.21453069,1.025143878,1.025143878,-0.274292139,1.006327138,-0.088404647,-0.001837006
GSU0128,0.370417365,0.829743208,0.486685079,0.486685079,0.132872994,-0.511272329,0.485677464,0.650979745
GSU0129,0.179434291,0.348308813,0.371678636,0.371678636,-1.139497987,-0.107721761,-1.047462229,-1.435017693
GSU0130,0.327183955,0.550607451,0.247648858,0.247648858,-1.348003337,-1.854185984,-2.616736322,-1.375559503
GSU0131,0.457324967,0.735384829,-0.100381433,-0.100381433,-2.030991758,-3.207814497,-2.947255991,-1.462231237
GSU0132,-0.714391643,-0.61389663,-0.550783125,-0.550783125,-3.506615787,-2.552056576,-0.82404667,-1.087820707
GSU0133,-1.209285887,-0.482621154,-1.005127894,-1.005127894,-0.66069987,-1.144229549,-0.270756646,-2.583777392
GSU0134,1.323600571,1.185139898,1.055902642,1.055902642,-1.807001192,-0.545491149,-0.005343762,-0.921917914
GSU0135,0.175466705,0.2740528,0.499340405,0.499340405,-2.415720712,-2.165506209,-2.136725916,-3.253148437
GSU0136,-1.133331349,-0.896266817,-1.321936845,-1.321936845,-0.098893987,-2.205514243,0.652027299,0.027978851
GSU0137,-0.35719167,-0.271506742,-0.572710997,-0.572710997,2.069682902,-0.251370191,0.804347536,0.685019003
GSU0138,-0.208195268,0.48604177,0.858832467,0.858832467,0.986758107,1.705874185,-0.029140717,0.322826436
GSU0139,-2.174188368,0.344041985,-4.937157063,-4.937157063,1.015064486,1.048999366,-0.140025403,0.480868297
GSU0140,1.055676507,1.118955249,0.951314295,0.951314295,-0.370050873,-0.437755101,0.79237494,0.67401942
GSU0141,1.405238022,1.2338085,0.898179636,0.898179636,0.303734344,0.116372097,0.774005174,1.1893483
GSU0142,1.421886157,1.550541334,0.270292725,0.270292725,0.89748694,0.480797757,0.606564659,1.499101876
GSU0143,1.096833161,1.203998568,0.470837705,0.470837705,-0.012578956,-0.271109866,0.053854867,-0.053258162
GSU0144,1.154559546,1.496718888,0.723093315,0.723093315,0.183571294,-0.386380071,-2.61590548,-0.223933237
GSU0145,-0.692149435,-0.551938087,-0.713782209,-0.713782209,-1.416631198,0.203948802,0.161611233,-0.141441372
GSU0146,0.024579005,-0.003799438,-0.610079709,-0.610079709,-1.625423484,-1.864516646,-0.69531865,-0.29072935
GSU0147,-0.531365176,-0.618884618,-1.012786885,-1.012786885,-5.555807916,-1.843601893,-0.700452375,-2.098163084
GSU0148,-0.639134501,-0.461576528,-0.987304124,-0.987304124,-3.991309475,-0.101143958,-0.13773785,-0.269193599
GSU0149,-0.407283152,-0.653448609,-0.877130226,-0.877130226,-1.715646361,-0.979654934,-1.323875042,-2.718741594
GSU0150,0.045641489,0.237841521,-0.023982746,-0.023982746,0.119042109,-0.064445514,-0.195499883,0.692984648
GSU0151,0.050227666,0.099222818,-0.466283538,-0.466283538,0.041003916,-0.008495361,1.979830354,0.486960831
GSU0152,-0.136536315,0.093450873,-0.706095196,-0.706095196,-0.565388142,0.281080903,0.981357127,-0.194827106
GSU0153,-0.885719508,-0.479506275,-0.638807443,-0.638807443,-0.086358832,-0.660405937,0.602726856,0.771072095
GSU0154,-0.218435089,-0.093815577,-0.27276073,-0.27276073,-0.752370762,2.422250653,1.660405221,0.99350106
GSU0155,0.321366074,0.221661757,-0.339304639,-0.339304639,1.376217006,1.739580561,2.281090985,1.87779277
GSU0156,-0.647515286,-0.335585344,-0.523018054,-0.523018054,0.491758563,1.640565727,-0.449835267,-1.850417053
GSU0157,-0.641456177,-0.312706612,-0.958414315,-0.958414315,0.49244461,-0.860150222,-1.187313921,-4.582292519
GSU0158,-1.271166945,-0.971569276,-1.058124945,-1.058124945,-0.414349194,-0.236859667,-0.178979686,-0.79337387
GSU0159,-1.252152262,-1.040663026,-1.266326754,-1.266326754,-0.361683167,0.198282274,-0.626112518,0.103209033
GSU0160,-1.268070869,-1.137626637,-1.300160387,-1.300160387,-1.507911321,0.489819508,-0.536388711,1.082480489
GSU0162,-1.447114086,-1.33889789,-1.369132538,-1.369132538,-0.377325798,0.693686603,1.529458763,0.968382146
GSU0163,-0.338708624,0.330034376,0.212449583,0.212449583,1.262521411,0.706898211,0.99420337,-0.627461206
GSU0164,-0.739362013,-0.592318897,-0.257411613,-0.257411613,1.370990934,1.022435852,-0.310660217,-0.801764329
GSU0165,0.033507934,0.300624028,1.183352681,1.183352681,2.611376473,1.960499951,-0.331638406,-0.194537034
GSU0167,1.162654573,0.541573077,0.18840977,0.18840977,-3.97748993,0.705957447,-0.606199954,-3.994900831
GSU0168,-0.466417114,-0.384642632,-0.674236085,-0.674236085,-3.012972319,-0.133473003,-3.204884095,-6.577374191
GSU0169,-1.414367943,0.056828478,-0.274216061,-0.274216061,0.902401117,0.121828009,-0.778745318,1.354593307
GSU0170,-0.649680308,0.686187439,-0.274953372,-0.274953372,1.307591553,1.534670525,0.119899856,0.201257333
GSU0171,-0.266086036,0.565571542,-0.805618162,-0.805618162,2.670405889,0.334614756,-0.063958423,0.930328475
GSU0172,2.333350397,1.892825059,2.20941981,2.20941981,7.917190348,7.411738908,7.04326305,7.536472809
GSU0173,1.600653861,1.284823089,1.88853022,1.88853022,2.468538024,2.305491689,1.880302395,1.85876329
GSU0174,-2.120672332,-1.698553921,1.092163191,1.092163191,-0.745871177,-0.956339285,-1.97600649,-1.799565316
GSU0175,0.18855752,-0.078107852,-0.137483133,-0.137483133,0.287394684,-1.731636597,0.081005468,0.312940131
GSU0176,0.043385207,-0.183397928,0.146122174,0.146122174,-2.294454154,-2.142371893,-3.433723459,-3.33271655
GSU0177,0.11855718,0.136932306,0.080816681,0.080816681,-3.632406598,-2.503460586,-1.378984958,-2.803213465
GSU0178,-0.107141213,-0.634743273,-0.229723694,-0.229723694,-1.151351097,-5.695275407,-1.452713546,-1.285059797
GSU0179,-0.907623263,-0.739985774,-0.277415297,-0.277415297,-6.038006555,-6.006876368,-2.689483742,-6.054536303
GSU0180,-0.170592387,-0.505762331,-0.264804184,-0.264804184,-2.950012008,-1.797841198,-2.599003986,-3.060416945
GSU0181,0.348634292,-0.46556838,0.575456319,0.575456319,-3.976765545,-2.499767329,-3.029158974,-3.260370096
GSU0182,-0.817513539,-1.108174574,0.027323815,0.027323815,-2.441660394,-4.372253884,-3.024717527,-2.155936534
GSU0183,0.095847202,-0.173186377,0.349183534,0.349183534,-1.820490666,-2.792505576,-2.658796804,-2.812350608
GSU0184,0.157514022,-0.0439834,-0.191273653,-0.191273653,0.45245444,1.749057952,1.108414231,0.993444512
GSU0185,1.711844701,1.082142591,1.340279832,1.340279832,2.591660982,3.255781778,2.679740482,2.337635251
GSU0187,1.886103565,1.496366655,1.893448552,1.893448552,2.003083274,2.033478505,1.910526355,2.565662613
GSU0188,1.988697523,1.292345965,0.830199487,0.830199487,0.757337372,0.59665641,0.227519046,0.388463424
GSU0189,-0.708215227,-0.305068089,-0.135412391,-0.135412391,0.587079366,-1.376389148,0.489127587,-0.212584813
GSU0191,-0.733524564,-0.218483423,0.940818331,0.940818331,0.509653196,0.863416669,0.322122022,0.721453337
GSU0192,0.954569199,0.803363948,2.219794428,2.219794428,0,0,0,0
GSU0193,1.910405055,1.35261255,2.028431155,2.028431155,0.474203635,-0.530501705,0.570818817,0.447264481
GSU0194,2.476275458,1.379311559,1.733591429,1.733591429,-0.482335734,-3.115421502,-0.221249244,0.15935245
GSU0195,1.791753049,0.745850693,2.62322154,2.62322154,-1.327469211,-1.416921647,-0.607231634,0.46815149
GSU0196,0.300356045,0.0953892,0.200504626,0.200504626,-0.772723877,-0.210135613,1.161933785,0.943753103
GSU0197,-0.24382792,-0.105816678,0.001312289,0.001312289,0.44947068,0.283907761,-0.673083575,0.627679375
GSU0198,0.914359729,0.496240547,0.470731804,0.470731804,1.235020546,2.728187349,2.192538361,2.193351429
GSU0200,2.343855617,1.5117776,2.279056609,2.279056609,2.752575336,1.625583709,1.66449828,1.351063259
GSU0201,2.211601085,1.53365594,1.917105864,1.917105864,1.126424926,1.081979334,0.753691465,1.256498494
GSU0202,1.918019241,1.314411526,1.289949474,1.289949474,0.686287209,0.696759789,0.871634793,1.132543374
GSU0203,1.480684167,1.305654944,1.11979989,1.11979989,0.744011119,-1.349219561,-0.717601438,-0.49947654
GSU0204,0.378411356,-2.26982174,-0.922287317,-0.922287317,-1.183262492,-0.937111561,-0.678385064,0.774183784
GSU0205,-0.317011363,-0.676890337,0.229345851,0.229345851,0.578626182,-0.409728405,-0.815704735,0.75451742
GSU0206,0.484078917,-0.032110993,-0.338929306,-0.338929306,0.799924385,1.083883272,1.436130706,0.608535112
GSU0207,-1.580511485,-0.574839837,-0.489573498,-0.489573498,1.120746079,0.328370394,-0.061920283,-1.035640469
GSU0208,2.026823048,1.439826017,2.637424964,2.637424964,-0.601763871,-2.850338648,-3.233439758,-0.621670777
GSU0210,-0.924976446,-1.156205477,-0.766104122,-0.766104122,-3.028852441,-0.808427347,-0.124417289,0.063589524
GSU0211,-0.575990506,-0.790541245,-1.032585614,-1.032585614,-0.12648219,0.147302461,-1.118461178,-0.479880163
GSU0212,-0.524245722,-0.829455085,-0.757430594,-0.757430594,0.109095749,0.834331112,-1.773653003,0.53447215
GSU0213,0.075982709,-0.295569085,-0.889237674,-0.889237674,1.3144225,0.338858668,0.195425425,1.01410868
GSU0214,0.526775865,-0.269851637,1.135614562,1.135614562,-2.08962405,-0.20315052,-1.307065695,-1.333586602
GSU0215,-0.708687846,0.285236728,-0.73879863,-0.73879863,-0.431989539,-0.722256544,-0.723747583,-0.623179544
GSU0216,2.145248005,3.942307775,4.679461876,4.679461876,-0.053887925,-1.344088226,-1.591824499,-1.09065012
GSU0217,1.143964027,0.71254336,1.382449106,1.382449106,-2.061204909,0.798784469,0.165576696,-0.942136652
GSU0218,1.326444064,0.859509735,0.845858431,0.845858431,1.082869599,2.780349236,1.414920438,-0.419546577
GSU0219,1.527239187,0.862263213,1.123663603,1.123663603,2.908617976,4.458852592,2.167116714,-1.160781761
GSU0220,1.343211691,1.029791457,0.669593451,0.669593451,4.075849471,6.603609501,4.194812556,1.764938681
GSU0221,1.384448385,0.540634147,0.968480124,0.968480124,6.285042902,6.411691981,4.643256325,1.970210216
GSU0222,1.205793364,1.099915962,1.330131002,1.330131002,6.011613147,8.059759021,6.323763498,3.736323285
GSU0223,1.62472224,0.867091745,0.69489265,0.69489265,7.416534898,10.39845709,7.925598178,6.831191387
GSU0224,1.147324752,0.625977365,2.171218293,2.171218293,10.1142233,0.305352517,-1.144749117,-1.02641463
GSU0226,0.543055497,0.264563811,0.121938797,0.121938797,-0.696615776,-0.608620705,0.313867777,-0.657517594
GSU0227,0.840992884,0.08632827,0.068068471,0.068068471,-0.792410305,-1.529079247,-1.632650261,-1.701454466
GSU0228,-0.55003659,-0.246233848,0.233219495,0.233219495,-0.802144482,0.507696862,-1.122143865,-1.493317471
GSU0229,-1.424559936,-1.026998389,-1.721850689,-1.721850689,-0.832171519,-0.100882263,0.194830937,0.068912634
GSU0230,0.142514105,0.156889222,-0.259600868,-0.259600868,-0.829773441,-1.219231473,-0.782205429,0.918377042
GSU0231,1.663200998,1.26898929,1.036985957,1.036985957,-0.552670937,-0.045305958,-0.942792885,-0.859910537
GSU0233,-1.080174262,-0.738632386,-0.771604211,-0.771604211,-0.311942501,0.744245329,1.160118931,0.130458992
GSU0234,-1.161115013,-0.659765389,-1.27305859,-1.27305859,0.608510064,0.550872539,0.398442698,0.378857307
GSU0235,-1.400423624,-0.899295767,-1.455405974,-1.455405974,0.239244989,-0.306732396,-5.616363264,-0.252166491
GSU0236,-0.653666273,0.263630507,-1.110597053,-1.110597053,-0.198400346,2.061373315,0.331295476,1.316908448
GSU0237,-0.511030105,-1.074002915,-1.319492641,-1.319492641,1.379483823,0.053972258,0.727998038,1.022862444
GSU0238,0.118076483,0.26011306,-0.675581171,-0.675581171,-0.082639312,-1.356603449,0.829644881,0.557735519
GSU0239,0.535441535,0.445731355,0.117340539,0.117340539,-0.478352024,-3.097145544,-1.573864805,-0.45747412
GSU0240,0.204698216,0.79773423,-0.186063305,-0.186063305,-1.73206662,-1.362830321,-1.2438796,-0.135478491
GSU0241,0.33601932,0.304904532,-0.539483326,-0.539483326,-0.320102272,-2.771970497,-0.448534104,0.098443309
GSU0242,-0.07551119,0.111650993,-0.459571678,-0.459571678,-0.805163161,-1.547188034,-0.820414035,-0.647618838
GSU0243,0.519624528,0.360154118,-0.48151477,-0.48151477,-0.802972862,-1.751177741,-1.543894709,-1.891676573
GSU0244,0.549287799,0.722492278,0.68275027,0.68275027,-1.054930916,-0.563311565,-0.091152024,0.241237782
GSU0245,0.757983065,0.344280426,0.212191919,0.212191919,-0.157424612,-1.082505232,-0.836820326,-1.442796763
GSU0246,1.196479317,0.780526502,0.577743906,0.577743906,-0.884389817,-0.792985747,0.271410249,0.060998497
GSU0247,0.770624252,0.580657403,0.150629921,0.150629921,-0.425290137,-1.429182869,-0.598386764,-0.649240959
GSU0248,0.643871373,0.743382841,0.124377512,0.124377512,-0.123223269,-0.051491049,0.479239723,0.982732023
GSU0249,1.123543339,0.448323905,-0.003983854,-0.003983854,0.313717614,-0.822526941,-0.598530068,-0.941878599
GSU0250,0.368988733,0.044439679,0.353590185,0.353590185,-0.559529325,-3.102833432,-1.336491246,-3.039450172
GSU0252,0.353953658,0.086516673,0.491973367,0.491973367,-1.541261926,-0.238552891,-0.169441028,0.136862996
GSU0253,0.065297807,-0.510903263,-0.355987083,-0.355987083,-0.708011954,-1.04713823,-4.8556851,-0.443118006
GSU0254,0.376133289,-0.344365398,-0.369185383,-0.369185383,0.241065203,-3.961055846,0.27657875,2.221291089
GSU0255,-0.577590719,-1.904225243,-1.348977073,-1.348977073,-0.377325798,-1.603395073,-5.355796519,-0.860100803
GSU0256,-0.569688486,-1.048532471,-0.722277752,-0.722277752,-0.263537035,-6.054668978,-2.734302375,-2.598613566
GSU0257,-0.483280864,0.455144447,-0.274518928,-0.274518928,-6.086743936,-5.834477206,-1.594767514,-5.886561326
GSU0258,0.555206309,-0.070493065,0.478687667,0.478687667,-1.419183292,-6.26283129,-2.023081002,-6.315404503
